titulo,preco,preco_antigo,marca,tamanho,imagem,url,likes,tag,anomesdia_particao,categoria
máquina de cortar cabelo,R$ 120,,kemei 2600 sem fio,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTc4NDA2MC85ZGEwNDc3OGJkOTBjM2RhYzVmMjc2MGM0Nzk1NjRhMC5qcGc,https://www.enjoei.com.br/p/maquina-de-cortar-cabelo-146128043?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=8,0,,20260710,eletronicos
câmera fotográfica olympus trip 100r,R$ 180,R$ 180,olympus,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzcyLzBhNGEwNWY0NmVlOGY2Zjk2NzdmNDcyNTVmZTFmODY2LmpwZw,https://www.enjoei.com.br/p/camera-fotografica-olympus-trip-100r-142511103?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=9,4,1%,20260710,eletronicos
kit 3 capinhas para iphone 17 pro max,R$ 65,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjY1MDI5NS9kYTg3ZmU5OGMyYTE4MjQ4NmIzZmRlZmNhMmZjNjI4ZS5qcGc,https://www.enjoei.com.br/p/kit-3-capinhas-para-iphone-17-pro-max-146358019?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=10,0,,20260710,eletronicos
placa de captura onex hdtv video capture,R$ 35,,onex,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMTI5ODgyOC81NjJiN2IzMzUyYzk2MjZhMWNlMzlmZGJlZDJiZTA0Zi5qcGc,https://www.enjoei.com.br/p/placa-de-captura-onex-hdtv-video-capture-146390005?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=11,0,,20260710,eletronicos
iphone 13 pro 128gb grafite,R$ 2.500,R$ 2.500,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zODQxMDI4MC85MWI0ZGI4MTc2OTZlZjE2MTNjMTljMGY5MTBmNTA1YS5qcGc,https://www.enjoei.com.br/p/iphone-13-pro-128gb-grafite-146394762?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=12,5,barateou,20260710,eletronicos
capa rhode com liptint iphone 16 pro,R$ 350,,rhode,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82NTU1NDUwLzE1NGNhNWUxZmFiNDAxMzZlZTNkMTc0MDllMzY0ODFlLmpwZw,https://www.enjoei.com.br/p/capa-rhode-com-liptint-iphone-16-pro-146121360?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=13,0,,20260710,eletronicos
caixa bob residencial 390rms,R$ 599,R$ 599,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zMzI5NDI5NC8wN2ZjZjc0YzdhZmUxNzM1NmNkZWRiMTZkODg5YmI4Yi5qcGc,https://www.enjoei.com.br/p/caixa-bob-residencial-390rms-144911503?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=14,0,12%,20260710,eletronicos
câmera digital sony cyber-shot dsc-s650 prata,R$ 423,R$ 423,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjgwMzM1OC9mMGY4NTNhYTY3ZjJlNjRjMmQ3NGE0YWI0Zjk1YzMwYS5qcGc,https://www.enjoei.com.br/p/camera-digital-sony-cyber-shot-dsc-s650-prata-142848058?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=15,4,50%,20260710,eletronicos
câmera olympus accura zoom xb70,R$ 125,,olympus,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC8yMzZlZTkzOTE1N2I4NjJmMjU1ZTEzNWNlNzZjMzkzOC5qcGc,https://www.enjoei.com.br/p/camera-olympus-accura-zoom-xb70-146231529?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=1,0,,20260710,eletronicos
projetor de slides minolta vintage,R$ 300,R$ 300,minolta,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC80OTg5YTQ4NjY3MjAxNTYzMWQ0YmVlMjJmNzEyY2JiYi5qcGc,https://www.enjoei.com.br/p/projetor-de-slides-minolta-vintage-145342783?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=2,3,5%,20260710,eletronicos
lote de eletrônicos para peças,R$ 140,,diversos.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC84NzlhY2Y4Mjc3MzYwYmUyZWNiYWQ0YzgyNjcxMjY1MS5qcGc,https://www.enjoei.com.br/p/lote-de-eletronicos-para-pecas-145434911?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=3,3,,20260710,eletronicos
tablet samsung com entrada para chip,R$ 120,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC9jZGYyNzlhZGY2MWE1MGUyNTQ2ZjA0YjhhZDg3YWMzNS5qcGc,https://www.enjoei.com.br/p/tablet-samsung-com-entrada-para-chip-145856943?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=4,2,,20260710,eletronicos
câmera digital samsung fs80,R$ 50,R$ 50,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNzk1NjgzMC9kYzE1YWMyOGJlZGQyZTNhODdkMTIwM2VmOThlYTRiNi5qcGc,https://www.enjoei.com.br/p/camera-digital-samsung-fs80-145862358?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=5,4,barateou,20260710,eletronicos
câmera nikon d5100 preta,R$ 1.500,,nikon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjUyMzY0Ni9hODdlYmM5MDYwMTcwMTA3MzJmZWRlMzM4NTFkM2NlNC5qcGc,https://www.enjoei.com.br/p/camera-nikon-d5100-preta-142324934?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=16,4,,20260710,eletronicos
kit capas para iphone 16 plus,R$ 30,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDc1MDAwNi83ZWUwZTBmOWQ4ZWI2NjFjNjFlMDcxNzRmMGZiYjIwOS5qcGc,https://www.enjoei.com.br/p/kit-capas-para-iphone-16-plus-146152232?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=17,0,,20260710,eletronicos
apple iphone 12 (64gb) - verde,R$ 1.300,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80ODk0MDU4L2E2YWNhNTJkMGY4MTA0NDY3YWI1Y2U1MDBhNzY2NmUyLmpwZw,https://www.enjoei.com.br/p/apple-iphone-12-64gb-verde-146309340?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=18,3,,20260710,eletronicos
placa de carga redmi 7a,R$ 50,,redmi,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjY5OTQzOS9hZDkxYWJmNjA5Y2FmYzk1YWY1YTM1YzIzYjk2ODA3ZC5qcGc,https://www.enjoei.com.br/p/placa-de-carga-redmi-7a-146303526?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=19,0,,20260710,eletronicos
notebook sim+ preto sem placa mãe,R$ 309,,positivo.,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81MDU1MDA3L2VhMzdlOWYzMzZlOTZhZTUyZDNmN2MwNTM2YjU0MTI3LmpwZw,https://www.enjoei.com.br/p/notebook-sim-preto-sem-placa-mae-146067663?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=20,1,,20260710,eletronicos
iphone 14 pro max 1tb preto,R$ 4.500,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDEwOTUyLzc2YTIxZjJiNmZlZTYyZjNiZDhmY2ZhOWQ3ZDExZWRmLmpwZw,https://www.enjoei.com.br/p/iphone-14-pro-max-1tb-preto-146019022?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=21,5,,20260710,eletronicos
lente sigma canon 35mm 1.4,R$ 3.980,,canon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTgyMjgvZmE2OWM1ODYyNmI2ZGIyYjcxMTgwMmU1YmQyMzBlMGUuanBn,https://www.enjoei.com.br/p/lente-sigma-canon-35mm-1-4-146407101?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=22,2,,20260710,eletronicos
iphone 14 plus 128gb preto,R$ 2.700,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xODQ3MDE1MC84YWQ3OTE2NTE1YjEyOTMxZmZlODdjZjUyMmI4MzBhNi5qcGc,https://www.enjoei.com.br/p/iphone-14-plus-128gb-preto-146419631?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=23,0,,20260710,eletronicos
jogo kinect sports para xbox 360,R$ 75,,microsoft,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MDk0NjI0NS85MjYzZGNhMGQ2YTBkMjA2NThkZmFmNGI2NWIzOWI5NS5qcGc,https://www.enjoei.com.br/p/jogo-kinect-sports-para-xbox-360-145684337?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=24,0,,20260710,eletronicos
máquina de cortar cabelo wahl 110v,R$ 80,R$ 80,wahl,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xOTQ0ODAzMy80N2MzYmMwMjMwZTQ5NjgxOGIzMmRhNDM0YmU3OTVmYy5qcGc,https://www.enjoei.com.br/p/maquina-de-cortar-cabelo-wahl-110v-145553480?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=25,0,7%,20260710,eletronicos
fone de ouvido samsung galaxy buds2 pro branco,R$ 700,,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMzYwMjI3OS85NDFmZTFiMTg1MTRiZmM5MDhlNDQ0ZjkzNzYxNTIyZC5qcGc,https://www.enjoei.com.br/p/fone-de-ouvido-samsung-galaxy-buds2-pro-branco-146146947?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=26,3,,20260710,eletronicos
pc gamer ryzen 5 5600 gtx 1650 16gb ram,R$ 4.000,R$ 4.000,mancer,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xNzI2OTE4Ni9jMDM5NzcwOTEwMGUwZjI4YzBmMWI0NzM4MmRlODllMy5qcGc,https://www.enjoei.com.br/p/pc-gamer-ryzen-5-5600-gtx-1650-16gb-ram-144483421?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=27,0,14%,20260710,eletronicos
macbook pro 13 polegadas 2012,R$ 1.600,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTc4MTE4MS8wMjcwMGMzYzJhYTcxZmZjNWY2NzA1NGNiZDQ3MGQ2My5qcGc,https://www.enjoei.com.br/p/macbook-pro-13-polegadas-2012-143282960?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=28,8,,20260710,eletronicos
ipod nano 8gb - ideal para corrida - leve - único tela quebrada,R$ 500,R$ 500,apple,8 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy82Mjg3NDY2LzcyZDBhZDE4ZGRlMTIyYzlhMzljNWZiYTdlZWFmN2MzLmpwZw,https://www.enjoei.com.br/p/ipod-nano-8gb-ideal-para-corrida-leve-unico-tela-quebrada-144419183?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=29,2,20%,20260710,eletronicos
ipad 10a geração rosa 64gb,R$ 2.800,R$ 2.800,apple,64 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNTk5MzE3OS8xOGU0NmFhZmRjMDY4YzJiNDdiMDYxMjhhZWE0ZGNlMC5qcGc,https://www.enjoei.com.br/p/ipad-10a-geracao-rosa-64gb-144133129?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=3&rspix=30,7,25%,20260710,eletronicos
ipad pro 11 polegadas 64 gb + apple pencil,R$ 2.300,,apple macbook imac tab iphone,64 gb,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NDI3Mzk2LzM3MDgzM2U4OGUwMmM5YWY1ZTMyNGViZjgxYzk1NzMzLmpwZw,https://www.enjoei.com.br/p/ipad-pro-11-polegadas-64-gb-apple-pencil-143784203?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=1,0,,20260710,eletronicos
kit teclado kumara e mouse cobra redragon,R$ 200,,redragon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjQ2NDMyNy85Yzc2NTJiYzMyOWY3MGNjMTMyOTFkNzhhNmUyOTk1My5qcGc,https://www.enjoei.com.br/p/kit-teclado-kumara-e-mouse-cobra-redragon-146288279?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=2,0,,20260710,eletronicos
teclado mini wireless preto,R$ 29,R$ 29,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjc5MjI0My8xMjAyZjVmNzcyMDQ4N2JjZmM5N2UyZmFhNDg1ODQwZi5qcGc,https://www.enjoei.com.br/p/teclado-mini-wireless-preto-145015290?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=3,0,17%,20260710,eletronicos
controle extreme game cinza,R$ 100,R$ 100,extreme game,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTE0NDI3NS84YjdkYjFlYzAyNzQ1N2UxMjI5ZjFlZWZiYzQ3ZDNjNi5qcGc,https://www.enjoei.com.br/p/controle-extreme-game-cinza-143922732?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=4,2,16%,20260710,eletronicos
capinha iphone 15 pro max courinho magsafe,R$ 20,,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84MTM1OTA3L2QxYWYwY2M4NzU5YjRiZjk1MWFhMDhlOGYyYWJmYjU2LmpwZw,https://www.enjoei.com.br/p/capinha-iphone-15-pro-max-courinho-magsafe-146407092?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=5,0,,20260710,eletronicos
câmera gopro hero3+ silver,R$ 359,,gopro,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy83NzU5MzYvNzFjZmU3ZjdkN2IzZmFlYTQ1ZDUzM2FlYTZlOGNkZjguanBn,https://www.enjoei.com.br/p/camera-gopro-hero3-silver-146303498?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=6,3,,20260710,eletronicos
câmera nikon d60 com lente 18-55mm,R$ 800,,nikon,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjQ0Mzc5NC9kNThjOTk2ZTk0NzVhMTM5N2QwY2EzYmY3NDM0NGQ2Ny5qcGc,https://www.enjoei.com.br/p/camera-nikon-d60-com-lente-18-55mm-146035498?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=7,9,,20260710,eletronicos
prancha taiff look bivolt,R$ 150,,taiff,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNDkwMTY1OC83NTc2YTliYTEwYzQxZWU2YWM4ODkzYTdkZjU0ZmExYi5qcGc,https://www.enjoei.com.br/p/prancha-taiff-look-bivolt-146403793?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=8,0,,20260710,eletronicos
celular motorola edge 40 neo 256gb preto,R$ 800,,motorola,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjkxNTgxNi80YWVmYTI5NGExMDgyNDI5YWU1MzUxMmFiZmQ5Njc0MS5qcGc,https://www.enjoei.com.br/p/celular-motorola-edge-40-neo-256gb-preto-146372651?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=9,0,,20260710,eletronicos
roteador domestico tp link,R$ 28,,tp-link,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zNjAyNjE1OS85NzE5NmFjY2IyODBmYmU0YzY4MzJkNjY0MDE1ODY1Zi5qcGc,https://www.enjoei.com.br/p/roteador-domestico-tp-link-145805585?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=10,1,,20260710,eletronicos
jogo wheel of fortune - playstation 1 original black label,R$ 230,,hasbro interactive,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yNjg4NDQ0MC9iOGQ3NWFlNzE0ZTA3OTU5MTRiZDI4NTAwNTM3OTliNy5qcGc,https://www.enjoei.com.br/p/jogo-wheel-of-fortune-playstation-1-original-black-label-146303492?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=11,0,,20260710,eletronicos
câmera digital sony cyber-shot p200,R$ 386,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjY3OTQwMy81YTJhMjRiOTA1OGZhMTRiZjExZGMwYjBiY2MzNjAxZC5qcGc,https://www.enjoei.com.br/p/camera-digital-sony-cyber-shot-p200-146182079?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=12,6,,20260710,eletronicos
relógio garmin forerunner 55,R$ 1.100,R$ 1.100,garmin,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8zOTYyNzM0MC81ZTBiZDM0ZDc2YTE5NTA2OTQxMDg4OTE5NWM5YTUyZS5qcGc,https://www.enjoei.com.br/p/relogio-garmin-forerunner-55-142876904?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=13,1,27%,20260710,eletronicos
antigo boneco mickey mouse vintage,R$ 100,R$ 100,disney,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yMjUzNjA0Ni8zYzBlOTFhMGM4NWFiMDc3YTRlYjI3Mzc3YzRhZjgxOS5qcGc,https://www.enjoei.com.br/p/antigo-boneco-mickey-mouse-vintage-139407631?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=14,2,47%,20260710,eletronicos
notebook samsung galaxy book3 360 i5,R$ 3.900,R$ 3.900,samsung,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMjk1MDcxOC9kMmI1NDAyMmMzYzNhZmViMzhmYWI1YmM5YTQ4MzNmMS5qcGc,https://www.enjoei.com.br/p/notebook-samsung-galaxy-book3-360-i5-146297040?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=15,4,barateou,20260710,eletronicos
jogo atari digivision,R$ 87,,atari,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy8yMTc3YTQwYjQ4YWYyYTBiZDVkNjk5NTY5OGYyMWM0ZS5qcGc,https://www.enjoei.com.br/p/jogo-atari-digivision-146176675?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=1,0,,20260710,eletronicos
jogo playstation 2 avatar the last airbender,R$ 200,R$ 200,thq,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy81ZjliMGEyNTAxMDRiNzkxZDRhNmU3YzExOTdiYTRlYy5qcGc,https://www.enjoei.com.br/p/jogo-playstation-2-avatar-the-last-airbender-144598464?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=2,5,3%,20260710,eletronicos
cartucho de jogo sega tekken,R$ 88,R$ 88,seg,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy80MTc0MTQ4M2Q4ZWE5MTc4ZTQ3NTQ3YmVlYTg2MTMzMi5qcGc,https://www.enjoei.com.br/p/cartucho-de-jogo-sega-tekken-145371339?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=3,1,7%,20260710,eletronicos
controle gamer feir smash px3/pc,R$ 40,R$ 40,feir,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy8xNzlkNDJiNmM0ODM5OTdjMTg2YmVjZDMxMTcyZTBmOC5qcGc,https://www.enjoei.com.br/p/controle-gamer-feir-smash-px3-pc-145371647?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=4,0,10%,20260710,eletronicos
controle xbox 360 com fio preto,R$ 88,,xbox one,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MTExODcyNy81MDExMjgwNDIyNWQ1Yjc5NWYwNjkyNzU1OWYzNTQ1Zi5qcGc,https://www.enjoei.com.br/p/controle-xbox-360-com-fio-preto-146176951?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=5,2,,20260710,eletronicos
playstation 4 fat com defeito faço envio,R$ 600,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80Mjg5NDQ4Ni8xNTAxODZiY2ZlMzI1NTFkMzBlYWE3YzdlMzMxZmEyNC5qcGc,https://www.enjoei.com.br/p/playstation-4-fat-com-defeito-faco-envio-146116364?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=16,2,,20260710,eletronicos
cyber shot sony dsc w210,R$ 800,R$ 800,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy84NDEzMzk0LzYwNTA0OTMxNDg3ZDhiY2EwM2IxMTQ0NTdkMTAzY2NmLmpwZw,https://www.enjoei.com.br/p/cyber-shot-sony-dsc-w210-144380789?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=17,4,barateou,20260710,eletronicos
"memória ddr4 geil superframe, 8gb, 3200mhz",R$ 350,R$ 350,superframe,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy80MjgwMTA0OC9hYzVjNWI5MzlmYzQ0ZWNlMjI4YTBiZmUzMGJjYjA5OS5qcGc,https://www.enjoei.com.br/p/memoria-ddr4-geil-superframe-8gb-3200mhz-145074000?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=18,1,14%,20260710,eletronicos
fonte com luzes led 110v,R$ 220,R$ 220,sem  marca,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy81NzcyL2M5MmMyM2ZkY2ExNjYzMzhlZDM4NDI1NDVkYTViNmFhLmpwZw,https://www.enjoei.com.br/p/fonte-com-luzes-led-110v-121077840?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=19,7,30%,20260710,eletronicos
console sony playstation 4 slim 500gb,R$ 1.350,,sony,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8yODcxMTQyNi85OTVlYzY4YWI0OTI4ODA4ZTFmM2Q1NzEzZTU3OTgxMS5qcGc,https://www.enjoei.com.br/p/console-sony-playstation-4-slim-500gb-146407084?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=20,0,,20260710,eletronicos
macbook air 2017 128gb,R$ 1.500,,apple,,https://photos.enjoei.com.br/public/300x300/czM6Ly9waG90b3MuZW5qb2VpLmNvbS5ici9wcm9kdWN0cy8xMDIwMDMwNS9mNjFhNTRjMDAzYTBmNjU2YTQ1MzFmM2IzNzNlODNmZC5qcGc,https://www.enjoei.com.br/p/macbook-air-2017-128gb-146372639?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=4&rspix=21,5,,20260710,eletronicos
