preco,preco_antigo,marca,likes,anomesdia_particao,categoria,fl_item_ativo
40,0,ubisoft,0,20260710,eletronicos,1.0
324,324,sega,0,20260710,eletronicos,1.0
115,0,gocase,1,20260710,eletronicos,1.0
80,80,philips,3,20260710,eletronicos,1.0
872,872,sony,0,20260710,eletronicos,1.0
80,80,wi-fi repeater,0,20260710,eletronicos,1.0
2299,2299,lenovo,1,20260710,eletronicos,1.0
120,120,xbox one,0,20260710,eletronicos,1.0
2299,2299,lenovo,1,20260710,eletronicos,1.0
521,0,samsung,2,20260710,eletronicos,1.0
1200,0,apple,0,20260710,eletronicos,1.0
70,70,lizz,1,20260710,eletronicos,1.0
700,700,asus,2,20260710,eletronicos,1.0
80,80,philips,1,20260710,eletronicos,1.0
102,102,sony,2,20260710,eletronicos,1.0
500,0,sony,5,20260710,eletronicos,1.0
60,0,philips,0,20260710,eletronicos,1.0
1900,0,xbox one,7,20260710,eletronicos,1.0
130,0,sierra on-line,0,20260710,eletronicos,1.0
130,0,us gold,0,20260710,eletronicos,1.0
150,0,the learning company,1,20260710,eletronicos,1.0
259,0,cd expert,0,20260710,eletronicos,1.0
300,0,ea sports,0,20260710,eletronicos,1.0
55,0,car phone,1,20260710,eletronicos,1.0
1000,0,apple,0,20260710,eletronicos,1.0
340,0,positivo.,0,20260710,eletronicos,1.0
750,750,apple,7,20260710,eletronicos,1.0
15,15,philips,6,20260710,eletronicos,1.0
900,0,oneal,0,20260710,eletronicos,1.0
180,0,sem  marca,0,20260710,eletronicos,1.0
2500,0,apple,0,20260710,eletronicos,1.0
110,0,rockstar games.,2,20260710,eletronicos,1.0
70,70,rcase,0,20260710,eletronicos,1.0
99,99,project design,2,20260710,eletronicos,1.0
50,0,sem  marca,2,20260710,eletronicos,1.0
650,0,apple,0,20260710,eletronicos,1.0
1700,1700,ácer,0,20260710,eletronicos,1.0
100,0,redragon,0,20260710,eletronicos,1.0
1400,0,apple,0,20260710,eletronicos,1.0
2000,0,samsung,4,20260710,eletronicos,1.0
899,899,samsung,0,20260710,eletronicos,1.0
30,30,sem  marca,4,20260710,eletronicos,1.0
169,0,anker,0,20260710,eletronicos,1.0
150,0,disney,0,20260710,eletronicos,1.0
750,750,polishop,4,20260710,eletronicos,1.0
120,120,samsung,9,20260710,eletronicos,1.0
40,0,sem  marca,0,20260710,eletronicos,1.0
5000,0,apple,6,20260710,eletronicos,1.0
119,0,apple,3,20260710,eletronicos,1.0
500,500,samsung,3,20260710,eletronicos,1.0
120,0,casio,0,20260710,eletronicos,1.0
50,0,sem  marca,0,20260710,eletronicos,1.0
120,0,mariana,0,20260710,eletronicos,1.0
139,0,nintendo,2,20260710,eletronicos,1.0
579,0,retrofighters,0,20260710,eletronicos,1.0
229,0,microsoft,0,20260710,eletronicos,1.0
89,0,nintendo,2,20260710,eletronicos,1.0
249,0,sony,1,20260710,eletronicos,1.0
219,0,xbox one,1,20260710,eletronicos,1.0
330,0,samsung,5,20260710,eletronicos,1.0
60,60,playstation,2,20260710,eletronicos,1.0
110,0,godox,0,20260710,eletronicos,1.0
1980,0,motorola,5,20260710,eletronicos,1.0
360,360,garmin,4,20260710,eletronicos,1.0
2800,2800,apple,5,20260710,eletronicos,0.0
80,0,gtech,0,20260710,eletronicos,1.0
495,0,samsung,2,20260710,eletronicos,1.0
75,0,microsoft,0,20260710,eletronicos,1.0
45,0,apple,0,20260710,eletronicos,1.0
70,70,samsung,1,20260710,eletronicos,1.0
180,0,8bitdo,0,20260710,eletronicos,1.0
55,0,konami,0,20260710,eletronicos,1.0
3650,0,apple,4,20260710,eletronicos,1.0
42,42,ubisoft,0,20260710,eletronicos,1.0
950,950,microsoft,1,20260710,eletronicos,1.0
350,0,fujifilm,0,20260710,eletronicos,0.0
495,0,sony,0,20260710,eletronicos,1.0
300,300,sony,0,20260710,eletronicos,1.0
250,250,apple,2,20260710,eletronicos,1.0
2400,0,apple,0,20260710,eletronicos,1.0
390,0,samsung,2,20260710,eletronicos,1.0
390,0,microsoft,6,20260710,eletronicos,1.0
20,0,sem  marca,0,20260710,eletronicos,1.0
280,0,sony,0,20260710,eletronicos,1.0
280,0,bandai namco,1,20260710,eletronicos,1.0
1500,1500,apple,4,20260710,eletronicos,1.0
159,0,microsoft,0,20260710,eletronicos,1.0
889,0,msi,0,20260710,eletronicos,1.0
200,200,play2,1,20260710,eletronicos,1.0
500,0,nintendo,1,20260710,eletronicos,1.0
99,99,sonyy,0,20260710,eletronicos,1.0
88,88,gameee,0,20260710,eletronicos,1.0
100,100,gameee,2,20260710,eletronicos,1.0
100,100,amvox,0,20260710,eletronicos,1.0
900,900,apple,2,20260710,eletronicos,1.0
100,0,jbl,0,20260710,eletronicos,1.0
250,250,broadlink,2,20260710,eletronicos,1.0
259,0,eidos interactive,0,20260710,eletronicos,1.0
40,0,sony,1,20260710,eletronicos,1.0
690,690,apple,6,20260710,eletronicos,1.0
1300,1300,samsung,3,20260710,eletronicos,1.0
3800,3800,apple,4,20260710,eletronicos,1.0
4000,4000,nikon,1,20260710,eletronicos,1.0
899,899,xbox one,8,20260710,eletronicos,1.0
1780,1780,sony,1,20260710,eletronicos,1.0
99,0,redmi,0,20260710,eletronicos,1.0
150,0,fujifilm,1,20260710,eletronicos,1.0
1250,1250,apple,9,20260710,eletronicos,1.0
150,150,smartwatch,2,20260710,eletronicos,1.0
3400,0,sem  marca,1,20260710,eletronicos,1.0
399,399,apple,3,20260710,eletronicos,1.0
990,990,samsung,9,20260710,eletronicos,1.0
17,0,sem  marca,0,20260710,eletronicos,1.0
1200,0,polar,0,20260710,eletronicos,1.0
699,0,sony,1,20260710,eletronicos,1.0
120,0,motorola,0,20260710,eletronicos,1.0
912,912,xbox one,1,20260710,eletronicos,1.0
1900,0,nintendo,7,20260710,eletronicos,1.0
2450,2450,apple,1,20260710,eletronicos,1.0
1800,0,apple,0,20260710,eletronicos,1.0
3480,0,dell,0,20260710,eletronicos,1.0
4300,0,apple,1,20260710,eletronicos,1.0
1400,0,samsung,2,20260710,eletronicos,1.0
160,160,xboxx,0,20260710,eletronicos,1.0
100,0,nintendowii,1,20260710,eletronicos,1.0
100,100,microsoftt,0,20260710,eletronicos,1.0
100,100,game,0,20260710,eletronicos,1.0
388,388,nintend,2,20260710,eletronicos,1.0
90,90,apple,2,20260710,eletronicos,1.0
110,110,apple,5,20260710,eletronicos,1.0
2000,0,sony,1,20260710,eletronicos,1.0
1500,1500,apple,3,20260710,eletronicos,1.0
50,0,sony,0,20260710,eletronicos,1.0
99,0,diversas!,0,20260710,eletronicos,1.0
100,100,legrand,1,20260710,eletronicos,1.0
80,80,a’gold,0,20260710,eletronicos,1.0
50,50,sem  marca,2,20260710,eletronicos,1.0
50,0,windows,0,20260710,eletronicos,1.0
1200,0,hp,0,20260710,eletronicos,1.0
850,0,poco,0,20260710,eletronicos,1.0
2500,0,apple,0,20260710,eletronicos,1.0
500,0,amd,0,20260710,eletronicos,1.0
350,0,amazon.,1,20260710,eletronicos,1.0
900,0,apple,7,20260710,eletronicos,1.0
2600,0,dell,5,20260710,eletronicos,1.0
480,0,lg,0,20260710,eletronicos,1.0
1350,1350,xiaomi,2,20260710,eletronicos,1.0
75,75,samsung,2,20260710,eletronicos,1.0
1000,1000,sony,1,20260710,eletronicos,1.0
375,0,jbl,0,20260710,eletronicos,1.0
69,69,bomvink,2,20260710,eletronicos,1.0
50,0,rockstar games.,1,20260710,eletronicos,1.0
541,541,apple,9,20260710,eletronicos,0.0
1199,0,samsung,3,20260710,eletronicos,1.0
115,115,taiff,0,20260710,eletronicos,1.0
25,25,sem  marca,0,20260710,eletronicos,1.0
380,380,nikon,4,20260710,eletronicos,1.0
3800,0,intel,0,20260710,eletronicos,1.0
50,0,nintendo,1,20260710,eletronicos,1.0
90,0,playstation,1,20260710,eletronicos,1.0
300,0,nintendo,8,20260710,eletronicos,1.0
430,0,nintendo,3,20260710,eletronicos,1.0
90,0,sony,1,20260710,eletronicos,1.0
260,0,samsung,1,20260710,eletronicos,1.0
440,0,canon,1,20260710,eletronicos,1.0
1600,0,dell,2,20260710,eletronicos,1.0
3000,3000,apple,3,20260710,eletronicos,1.0
1000,0,apple,0,20260710,eletronicos,1.0
3900,3900,dyson,8,20260710,eletronicos,1.0
60,60,sem  marca,1,20260710,eletronicos,1.0
3900,3900,apple,0,20260710,eletronicos,1.0
650,650,inmei,1,20260710,eletronicos,1.0
30,0,olympus,0,20260710,eletronicos,1.0
76,76,nintendo,0,20260710,eletronicos,1.0
109,109,bml,3,20260710,eletronicos,1.0
345,0,apple,7,20260710,eletronicos,1.0
2200,0,apple,0,20260710,eletronicos,1.0
110,110,apple,8,20260710,eletronicos,1.0
650,650,canon,1,20260710,eletronicos,1.0
750,0,nintendo,2,20260710,eletronicos,1.0
35,0,samsung,0,20260710,eletronicos,1.0
100,100,alfa gold,1,20260710,eletronicos,1.0
2500,0,apple,2,20260710,eletronicos,1.0
780,780,apple,1,20260710,eletronicos,0.0
200,0,konami,0,20260710,eletronicos,1.0
40,0,naughty dog,0,20260710,eletronicos,1.0
110,110,apple,8,20260710,eletronicos,1.0
23,23,sem  marca,0,20260710,eletronicos,1.0
122,0,redragon,1,20260710,eletronicos,0.0
450,0,poco,0,20260710,eletronicos,1.0
5799,5799,apple,5,20260710,eletronicos,1.0
20,20,tiktokshop,1,20260710,eletronicos,1.0
90,0,altomex,0,20260710,eletronicos,1.0
5970,5970,apple,2,20260710,eletronicos,1.0
700,0,t tartisan,2,20260710,eletronicos,1.0
1200,0,apple,2,20260710,eletronicos,1.0
699,699,redmi,2,20260710,eletronicos,1.0
40,0,nintendo,1,20260710,eletronicos,1.0
2099,0,motorola,3,20260710,eletronicos,1.0
1000,1000,apple,5,20260710,eletronicos,1.0
4900,0,apple,0,20260710,eletronicos,1.0
550,0,xbox one,0,20260710,eletronicos,1.0
300,0,electronic arts,0,20260710,eletronicos,1.0
650,0,samsung,0,20260710,eletronicos,1.0
900,0,apple,0,20260710,eletronicos,1.0
1500,1500,xbox one,5,20260710,eletronicos,1.0
950,0,apple,2,20260710,eletronicos,1.0
750,750,samsung,0,20260710,eletronicos,1.0
130,0,apple,0,20260710,eletronicos,1.0
240,0,microsoft,4,20260710,eletronicos,1.0
68,0,xbox one,2,20260710,eletronicos,1.0
60,60,sem  marca,1,20260710,eletronicos,1.0
1300,1300,psb,2,20260710,eletronicos,1.0
324,0,sega,0,20260710,eletronicos,1.0
1100,0,apple,0,20260710,eletronicos,1.0
2700,0,apple,1,20260710,eletronicos,1.0
4500,0,apple,4,20260710,eletronicos,1.0
500,0,nintendo,4,20260710,eletronicos,1.0
200,0,microsoft,0,20260710,eletronicos,1.0
4000,4000,microsoft,0,20260710,eletronicos,1.0
300,300,apple,5,20260710,eletronicos,1.0
99,0,redmi,0,20260710,eletronicos,1.0
3363,0,ray-ban,1,20260710,eletronicos,1.0
429,429,konami,1,20260710,eletronicos,1.0
1200,1200,lenovo,2,20260710,eletronicos,1.0
189,0,nikon,9,20260710,eletronicos,1.0
149,149,shinecon,1,20260710,eletronicos,1.0
120,120,lenovo,0,20260710,eletronicos,1.0
95,0,nintendo,0,20260710,eletronicos,1.0
300,0,leadership,6,20260710,eletronicos,1.0
49,49,sem  marca,1,20260710,eletronicos,1.0
1250,1250,garmin,2,20260710,eletronicos,1.0
2200,0,apple,8,20260710,eletronicos,1.0
2500,2500,apple,2,20260710,eletronicos,1.0
40,0,sem  marca,0,20260710,eletronicos,1.0
100,0,philips,0,20260710,eletronicos,1.0
17,0,sem  marca,0,20260710,eletronicos,1.0
420,0,panasonic,3,20260710,eletronicos,1.0
250,250,sem  marca,0,20260710,eletronicos,1.0
3500,0,sony,0,20260710,eletronicos,0.0
1600,1600,garmin,1,20260710,eletronicos,1.0
60,0,sem  marca,0,20260710,eletronicos,1.0
99,0,ubisoft,0,20260710,eletronicos,1.0
110,0,taiff,0,20260710,eletronicos,1.0
120,120,sony,7,20260710,eletronicos,1.0
350,0,tissot,2,20260710,eletronicos,1.0
70,0,shopee,0,20260710,eletronicos,1.0
900,0,samsung,0,20260710,eletronicos,1.0
550,0,sony,1,20260710,eletronicos,1.0
2499,2499,garmin,2,20260710,eletronicos,1.0
200,200,retekess,1,20260710,eletronicos,1.0
1231,0,garmin,0,20260710,eletronicos,1.0
255,0,hp,8,20260710,eletronicos,1.0
65,65,series lumen,3,20260710,eletronicos,1.0
1500,0,sony,2,20260710,eletronicos,1.0
62,0,mondial,0,20260710,eletronicos,1.0
2200,0,apple,0,20260710,eletronicos,1.0
150,150,compactiv-sanssung,0,20260710,eletronicos,1.0
80,80,sem  marca,0,20260710,eletronicos,1.0
230,0,microsoft,1,20260710,eletronicos,1.0
1350,1350,samsung,4,20260710,eletronicos,1.0
22,0,lity,0,20260710,eletronicos,1.0
130,0,nis america,0,20260710,eletronicos,1.0
1720,1720,apple,3,20260710,eletronicos,1.0
80,0,apple,0,20260710,eletronicos,1.0
100,100,acbel,1,20260710,eletronicos,1.0
580,0,sony,0,20260710,eletronicos,1.0
850,0,sony,0,20260710,eletronicos,1.0
1201,1201,apple,3,20260710,eletronicos,1.0
1190,0,sony,2,20260710,eletronicos,1.0
150,150,nikon,0,20260710,eletronicos,1.0
450,0,sem  marca,5,20260710,eletronicos,1.0
699,699,canon,6,20260710,eletronicos,1.0
1200,1200,sony,8,20260710,eletronicos,1.0
80,0,vertix,2,20260710,eletronicos,1.0
280,280,motorola,4,20260710,eletronicos,1.0
120,120,microsoft,4,20260710,eletronicos,1.0
2999,0,gopro,0,20260710,eletronicos,1.0
120,120,philips,3,20260710,eletronicos,1.0
2200,0,sony,0,20260710,eletronicos,1.0
150,150,xbox one,2,20260710,eletronicos,1.0
700,0,samsung,0,20260710,eletronicos,1.0
200,200,sony,1,20260710,eletronicos,1.0
1800,0,ivideokê,0,20260710,eletronicos,1.0
550,0,xbox one,4,20260710,eletronicos,1.0
1800,0,apple,2,20260710,eletronicos,1.0
849,849,samsung,6,20260710,eletronicos,1.0
130,0,philco,0,20260710,eletronicos,1.0
320,0,motorola,3,20260710,eletronicos,1.0
49,0,asus,0,20260710,eletronicos,1.0
170,0,olivetti,3,20260710,eletronicos,1.0
120,120,babyliss,2,20260710,eletronicos,1.0
1500,0,apple,0,20260710,eletronicos,1.0
3200,0,sony,4,20260710,eletronicos,1.0
50,50,kooper,0,20260710,eletronicos,1.0
1300,0,apple,4,20260710,eletronicos,1.0
45,45,ubisoft,1,20260710,eletronicos,1.0
100,0,sem  marca,0,20260710,eletronicos,1.0
1350,1350,sony,5,20260710,eletronicos,1.0
130,0,ulanzi,0,20260710,eletronicos,1.0
1900,1900,kodak,5,20260710,eletronicos,1.0
60,0,activision,0,20260710,eletronicos,1.0
400,0,playstation,1,20260710,eletronicos,1.0
1050,0,sony,5,20260710,eletronicos,1.0
449,449,jbl,4,20260710,eletronicos,1.0
145,145,nintendo,4,20260710,eletronicos,1.0
190,190,aoc,2,20260710,eletronicos,1.0
100,0,philco,3,20260710,eletronicos,0.0
4499,0,apple,1,20260710,eletronicos,1.0
85,0,mirage,0,20260710,eletronicos,1.0
2100,2100,apple,3,20260710,eletronicos,1.0
800,800,apple,5,20260710,eletronicos,1.0
550,0,samsung,1,20260710,eletronicos,1.0
3000,0,garmin,9,20260710,eletronicos,1.0
50,0,sem  marca,0,20260710,eletronicos,1.0
300,300,sem  marca,1,20260710,eletronicos,1.0
399,399,amazon.,9,20260710,eletronicos,0.0
130,130,morina,0,20260710,eletronicos,0.0
324,0,sega,0,20260710,eletronicos,1.0
190,0,mondial,0,20260710,eletronicos,1.0
799,799,philco,5,20260710,eletronicos,1.0
1800,0,zotacgaming,0,20260710,eletronicos,1.0
1700,1700,nikon,8,20260710,eletronicos,1.0
100,0,aoc,0,20260710,eletronicos,1.0
40,40,headmi,0,20260710,eletronicos,1.0
999,999,samsung,3,20260710,eletronicos,1.0
2490,0,dell,4,20260710,eletronicos,1.0
324,324,sega,0,20260710,eletronicos,1.0
8000,0,prograde,0,20260710,eletronicos,1.0
100,0,jbl,7,20260710,eletronicos,1.0
250,0,alira,0,20260710,eletronicos,1.0
200,0,activision,0,20260710,eletronicos,1.0
85,85,vans,2,20260710,eletronicos,1.0
850,0,sony,0,20260710,eletronicos,1.0
199,0,apple,1,20260710,eletronicos,1.0
470,0,xbox one,0,20260710,eletronicos,1.0
60,0,xbox one,0,20260710,eletronicos,1.0
1100,0,apple,1,20260710,eletronicos,1.0
150,0,ea sports,0,20260710,eletronicos,1.0
280,280,kindle,0,20260710,eletronicos,1.0
1580,1580,apple,8,20260710,eletronicos,1.0
350,0,avermedia,3,20260710,eletronicos,1.0
250,0,jbl,9,20260710,eletronicos,1.0
324,324,sega,0,20260710,eletronicos,1.0
2500,2500,apple,4,20260710,eletronicos,1.0
200,200,sem  marca,4,20260710,eletronicos,1.0
69,0,lego,1,20260710,eletronicos,1.0
100,0,natsume,0,20260710,eletronicos,1.0
450,0,soundvoice,0,20260710,eletronicos,1.0
22,22,sem  marca,9,20260710,eletronicos,1.0
1800,1800,ácer,0,20260710,eletronicos,1.0
399,0,sony,1,20260710,eletronicos,1.0
15,15,newton,0,20260710,eletronicos,1.0
79,79,g speaker,1,20260710,eletronicos,1.0
3900,0,apple,3,20260710,eletronicos,1.0
70,0,sony,0,20260710,eletronicos,1.0
100,100,sem  marca,0,20260710,eletronicos,1.0
2500,0,apple,4,20260710,eletronicos,1.0
199,199,magcubic,1,20260710,eletronicos,1.0
700,0,galax,0,20260710,eletronicos,1.0
125,125,apple,3,20260710,eletronicos,1.0
880,880,samsung,2,20260710,eletronicos,1.0
850,0,apple,5,20260710,eletronicos,1.0
750,0,amazon.,1,20260710,eletronicos,1.0
4800,4800,apple,9,20260710,eletronicos,1.0
150,0,microsoft,0,20260710,eletronicos,1.0
850,0,sega,0,20260710,eletronicos,1.0
49,0,sem  marca,0,20260710,eletronicos,1.0
500,0,samsung,0,20260710,eletronicos,1.0
87,0,atari,2,20260710,eletronicos,1.0
950,0,gopro,0,20260710,eletronicos,1.0
75,0,konami,0,20260710,eletronicos,1.0
290,0,mitsuca,0,20260710,eletronicos,1.0
90,0,sony,4,20260710,eletronicos,1.0
15,15,crave games,2,20260710,eletronicos,1.0
68,68,snes,0,20260710,eletronicos,1.0
99,99,cala,4,20260710,eletronicos,1.0
735,0,apple,5,20260710,eletronicos,1.0
90,0,samsung,0,20260710,eletronicos,1.0
120,0,conair,0,20260710,eletronicos,1.0
450,0,xbox one,2,20260710,eletronicos,1.0
350,0,playstation,3,20260710,eletronicos,1.0
900,0,sony,3,20260710,eletronicos,1.0
700,700,samsung,3,20260710,eletronicos,1.0
200,200,benedita,0,20260710,eletronicos,1.0
156,156,intel,0,20260710,eletronicos,1.0
300,0,razer,0,20260710,eletronicos,1.0
200,200,gokoco,7,20260710,eletronicos,1.0
200,0,relaxmedic,0,20260710,eletronicos,1.0
2500,2500,pioneer,0,20260710,eletronicos,1.0
60,0,xbox one,7,20260710,eletronicos,1.0
700,700,louis vuitton,4,20260710,eletronicos,1.0
70,0,olympus,0,20260710,eletronicos,1.0
1450,0,nikon,4,20260710,eletronicos,1.0
487,0,apple,6,20260710,eletronicos,1.0
150,150,yashica,1,20260710,eletronicos,1.0
340,0,fujifilm,7,20260710,eletronicos,1.0
200,0,champion,2,20260710,eletronicos,1.0
200,0,slim,9,20260710,eletronicos,1.0
59,0,gao imports,0,20260710,eletronicos,1.0
580,0,apple,0,20260710,eletronicos,1.0
1500,0,element's,0,20260710,eletronicos,1.0
113,113,apple,0,20260710,eletronicos,1.0
85,85,rockstar games.,2,20260710,eletronicos,1.0
304,0,samsung,2,20260710,eletronicos,1.0
4000,4000,sony,9,20260710,eletronicos,1.0
300,0,google,0,20260710,eletronicos,1.0
80,80,tripe 3110,0,20260710,eletronicos,1.0
2700,0,canon,5,20260710,eletronicos,1.0
1000,0,nintendo,2,20260710,eletronicos,0.0
35,0,sem  marca,1,20260710,eletronicos,1.0
2900,0,asus,2,20260710,eletronicos,1.0
65,0,sem  marca,0,20260710,eletronicos,1.0
700,700,hp,5,20260710,eletronicos,1.0
400,0,nintendo,8,20260710,eletronicos,1.0
2000,0,xiaomi,0,20260710,eletronicos,1.0
220,0,tokina,0,20260710,eletronicos,1.0
320,320,sony,2,20260710,eletronicos,1.0
4500,0,dji,0,20260710,eletronicos,1.0
369,0,gama italy,0,20260710,eletronicos,1.0
5200,0,apple,2,20260710,eletronicos,1.0
7000,0,apple,0,20260710,eletronicos,1.0
11000,0,apple,2,20260710,eletronicos,1.0
30,0,samsung,0,20260710,eletronicos,1.0
45,0,ea sports,0,20260710,eletronicos,1.0
889,0,apple,0,20260710,eletronicos,1.0
87,87,trestini,0,20260710,eletronicos,1.0
40,40,dellar,0,20260710,eletronicos,1.0
39,0,sem  marca,1,20260710,eletronicos,1.0
1500,0,apple,0,20260710,eletronicos,1.0
49,0,vec,0,20260710,eletronicos,1.0
100,0,telltale games,2,20260710,eletronicos,1.0
60,0,apple,0,20260710,eletronicos,1.0
3000,3000,dell,5,20260710,eletronicos,1.0
1297,0,samsung,1,20260710,eletronicos,1.0
150,0,apple,0,20260710,eletronicos,1.0
9500,0,apple,0,20260710,eletronicos,1.0
600,0,amazon.,8,20260710,eletronicos,1.0
90,90,britania,1,20260710,eletronicos,1.0
180,0,apple,0,20260710,eletronicos,1.0
324,0,sega,0,20260710,eletronicos,1.0
55,55,naughty dog,4,20260710,eletronicos,1.0
49,0,sem  marca,0,20260710,eletronicos,1.0
160,160,philco,1,20260710,eletronicos,1.0
160,160,gopro,1,20260710,eletronicos,1.0
900,900,xbox one,0,20260710,eletronicos,0.0
250,250,oex,0,20260710,eletronicos,1.0
130,130,gopro,0,20260710,eletronicos,1.0
150,150,hidea & designer,1,20260710,eletronicos,1.0
5350,0,apple,2,20260710,eletronicos,1.0
250,0,apple,0,20260710,eletronicos,1.0
320,320,olympus,2,20260710,eletronicos,1.0
380,380,kodak,3,20260710,eletronicos,1.0
260,260,olympus,1,20260710,eletronicos,1.0
160,160,kodak,6,20260710,eletronicos,1.0
48,48,apple,0,20260710,eletronicos,1.0
399,0,kodak,1,20260710,eletronicos,1.0
200,0,intelbrás,1,20260710,eletronicos,1.0
1800,1800,samsung,2,20260710,eletronicos,1.0
2150,0,motorola,5,20260710,eletronicos,1.0
90,90,yashica,0,20260710,eletronicos,1.0
90,90,pentax,0,20260710,eletronicos,1.0
145,145,panasonic,1,20260710,eletronicos,1.0
80,80,mondial,0,20260710,eletronicos,1.0
180,180,samsung,3,20260710,eletronicos,1.0
155,155,yashica,2,20260710,eletronicos,1.0
30,0,sem  marca,0,20260710,eletronicos,1.0
100,100,samsung,0,20260710,eletronicos,1.0
90,90,nikon,3,20260710,eletronicos,1.0
2000,2000,apple,1,20260710,eletronicos,1.0
40,40,mitsuca,2,20260710,eletronicos,1.0
130,130,"ea,",2,20260710,eletronicos,1.0
100,100,gama,4,20260710,eletronicos,1.0
600,600,realme,0,20260710,eletronicos,1.0
60,0,sem  marca,0,20260710,eletronicos,1.0
2000,2000,oppo,0,20260710,eletronicos,0.0
86,86,cândide,4,20260710,eletronicos,1.0
250,0,ea sports,0,20260710,eletronicos,1.0
800,800,sony,1,20260710,eletronicos,1.0
1200,1200,akg,0,20260710,eletronicos,1.0
1000,1000,sem  marca,0,20260710,eletronicos,1.0
1000,1000,datrel,0,20260710,eletronicos,1.0
1000,1000,lenovo,0,20260710,eletronicos,1.0
345,345,lg,5,20260710,eletronicos,1.0
1800,1800,nikon,1,20260710,eletronicos,1.0
1300,1300,apple,2,20260710,eletronicos,1.0
1300,1300,apple,3,20260710,eletronicos,1.0
150,0,activision,0,20260710,eletronicos,1.0
219,219,tomate,0,20260710,eletronicos,1.0
152,152,naughty dog,1,20260710,eletronicos,1.0
300,300,sony,0,20260710,eletronicos,1.0
165,165,zimbabwer,0,20260710,eletronicos,1.0
200,200,tamagotchi,5,20260710,eletronicos,1.0
300,300,amiibo nintendo,0,20260710,eletronicos,1.0
290,290,apple,1,20260710,eletronicos,1.0
188,188,sonyy,2,20260710,eletronicos,1.0
120,120,philips,1,20260710,eletronicos,1.0
186,186,hp,0,20260710,eletronicos,1.0
149,0,xiaomi,1,20260710,eletronicos,1.0
150,150,swarovski,0,20260710,eletronicos,1.0
139,139,gm7,1,20260710,eletronicos,1.0
120,120,wearfit,1,20260710,eletronicos,1.0
1700,0,sony,0,20260710,eletronicos,1.0
96,96,sem  marca,0,20260710,eletronicos,1.0
110,110,samsung,0,20260710,eletronicos,1.0
110,110,qcy,0,20260710,eletronicos,1.0
5000,0,apple,2,20260710,eletronicos,1.0
148,148,nintend,5,20260710,eletronicos,1.0
1100,0,sony,3,20260710,eletronicos,1.0
65,65,activision,0,20260710,eletronicos,1.0
75,75,nintendo,1,20260710,eletronicos,1.0
70,70,xbox one,1,20260710,eletronicos,1.0
50,50,lenoxx sound,2,20260710,eletronicos,1.0
2250,2250,xbox one,6,20260710,eletronicos,1.0
280,280,edifier,0,20260710,eletronicos,1.0
40,40,ds,0,20260710,eletronicos,1.0
40,40,pc gamer,0,20260710,eletronicos,1.0
50,50,super nitendo,1,20260710,eletronicos,1.0
45,45,lehmox,0,20260710,eletronicos,1.0
2399,2399,asus,0,20260710,eletronicos,1.0
30,30,sem  marca,1,20260710,eletronicos,1.0
48,48,chiwa,2,20260710,eletronicos,1.0
40,40,renner,3,20260710,eletronicos,1.0
1100,1100,apple,9,20260710,eletronicos,1.0
30,30,iphone,0,20260710,eletronicos,1.0
1500,1500,dell,0,20260710,eletronicos,1.0
29,29,sem  marca,4,20260710,eletronicos,1.0
1000,1000,amvox,0,20260710,eletronicos,1.0
75,0,sem  marca,0,20260710,eletronicos,1.0
150,0,lenovo,0,20260710,eletronicos,1.0
400,400,pentax,1,20260710,eletronicos,1.0
22,22,sem  marca,1,20260710,eletronicos,1.0
1800,1800,dell,0,20260710,eletronicos,1.0
2950,2950,gamer,2,20260710,eletronicos,1.0
22,22,bt21,3,20260710,eletronicos,1.0
2500,2500,intel,0,20260710,eletronicos,1.0
1900,1900,canon,6,20260710,eletronicos,1.0
650,650,zoom,0,20260710,eletronicos,1.0
541,541,apple,0,20260710,eletronicos,1.0
340,340,apple,0,20260710,eletronicos,1.0
250,250,haylou,0,20260710,eletronicos,1.0
5000,0,sony,9,20260710,eletronicos,1.0
350,350,machintec,0,20260710,eletronicos,1.0
180,180,4forte,1,20260710,eletronicos,1.0
99,0,multilaser.,0,20260710,eletronicos,1.0
148,148,ea sportss,0,20260710,eletronicos,1.0
229,229,relaxmedic,2,20260710,eletronicos,1.0
120,120,sem  marca,0,20260710,eletronicos,1.0
120,120,positivo.,0,20260710,eletronicos,1.0
130,130,powerbank,0,20260710,eletronicos,1.0
195,195,tomate,1,20260710,eletronicos,1.0
224,224,sega,3,20260710,eletronicos,1.0
250,250,positivo.,6,20260710,eletronicos,1.0
200,200,case para mi pad 5 e 5pro 11pol,0,20260710,eletronicos,1.0
120,120,sem  marca,0,20260710,eletronicos,1.0
100,100,pentax,1,20260710,eletronicos,1.0
100,100,britania,0,20260710,eletronicos,1.0
4000,0,apple,7,20260710,eletronicos,1.0
159,159,pgytech,2,20260710,eletronicos,1.0
148,148,dynacom s,7,20260710,eletronicos,1.0
110,0,red barrels,4,20260710,eletronicos,1.0
100,100,ea sportss,0,20260710,eletronicos,1.0
150,150,moes,0,20260710,eletronicos,1.0
108,108,sonyy,0,20260710,eletronicos,1.0
600,600,amazon.,1,20260710,eletronicos,1.0
90,90,apple,1,20260710,eletronicos,1.0
100,100,mondial,0,20260710,eletronicos,1.0
1500,1500,redmi,7,20260710,eletronicos,1.0
70,70,"nintendo wii,",0,20260710,eletronicos,1.0
